FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,TIPO DELITO,CANTIDAD
01/01/1996 12:00:00 AM,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO SIMPLE,1
01/01/1996 12:00:00 AM,25,CUNDINAMARCA,25290,FUSAGASUGA,SECUESTRO EXTORSIVO,1
01/02/1996 12:00:00 AM,5,ANTIOQUIA,5038,ANGOSTURA,SECUESTRO EXTORSIVO,1
01/02/1996 12:00:00 AM,5,ANTIOQUIA,5088,BELLO,SECUESTRO EXTORSIVO,1
01/02/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
01/02/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO EXTORSIVO,1
01/03/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
01/04/1996 12:00:00 AM,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO EXTORSIVO,1
01/04/1996 12:00:00 AM,18,CAQUETÁ,18592,PUERTO RICO,SECUESTRO EXTORSIVO,1
01/04/1996 12:00:00 AM,63,QUINDÍO,63001,ARMENIA,SECUESTRO EXTORSIVO,1
01/05/1996 12:00:00 AM,5,ANTIOQUIA,5088,BELLO,SECUESTRO EXTORSIVO,1
01/05/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
01/05/1996 12:00:00 AM,25,CUNDINAMARCA,25377,LA CALERA,SECUESTRO EXTORSIVO,1
01/06/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
01/06/1996 12:00:00 AM,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO EXTORSIVO,2
01/07/1996 12:00:00 AM,5,ANTIOQUIA,5761,SOPETRAN,SECUESTRO EXTORSIVO,1
01/08/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,3
01/08/1996 12:00:00 AM,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO EXTORSIVO,2
01/08/1996 12:00:00 AM,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,1
01/08/1996 12:00:00 AM,44,LA GUAJIRA,44874,VILLANUEVA,SECUESTRO EXTORSIVO,2
01/09/1996 12:00:00 AM,41,HUILA,41306,GIGANTE,SECUESTRO EXTORSIVO,1
01/09/1996 12:00:00 AM,81,ARAUCA,81591,PUERTO RONDON,SECUESTRO EXTORSIVO,1
01/10/1996 12:00:00 AM,5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,SECUESTRO EXTORSIVO,2
01/10/1996 12:00:00 AM,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,2
01/10/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
01/11/1996 12:00:00 AM,15,BOYACÁ,15572,PUERTO BOYACA,SECUESTRO EXTORSIVO,1
01/11/1996 12:00:00 AM,41,HUILA,41132,CAMPOALEGRE,SECUESTRO EXTORSIVO,1
01/12/1996 12:00:00 AM,20,CESAR,20175,CHIMICHAGUA,SECUESTRO EXTORSIVO,1
01/13/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
01/13/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,1
01/14/1996 12:00:00 AM,20,CESAR,20517,PAILITAS,SECUESTRO EXTORSIVO,1
01/15/1996 12:00:00 AM,18,CAQUETÁ,18001,FLORENCIA,SECUESTRO EXTORSIVO,1
01/16/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,2
01/16/1996 12:00:00 AM,68,SANTANDER,68547,PIEDECUESTA,SECUESTRO EXTORSIVO,1
01/17/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,4
01/17/1996 12:00:00 AM,20,CESAR,20614,RIO DE ORO,SECUESTRO EXTORSIVO,1
01/17/1996 12:00:00 AM,41,HUILA,41020,ALGECIRAS,SECUESTRO EXTORSIVO,1
01/17/1996 12:00:00 AM,47,MAGDALENA,47058,ARIGUANI,SECUESTRO EXTORSIVO,1
01/17/1996 12:00:00 AM,54,NORTE DE SANTANDER,54498,OCAÑA,SECUESTRO EXTORSIVO,1
01/18/1996 12:00:00 AM,5,ANTIOQUIA,5847,URRAO,SECUESTRO EXTORSIVO,1
01/18/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
01/18/1996 12:00:00 AM,54,NORTE DE SANTANDER,54498,OCAÑA,SECUESTRO EXTORSIVO,1
01/18/1996 12:00:00 AM,68,SANTANDER,68547,PIEDECUESTA,SECUESTRO EXTORSIVO,1
01/18/1996 12:00:00 AM,70,SUCRE,70265,GUARANDA,SECUESTRO EXTORSIVO,1
01/19/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
01/19/1996 12:00:00 AM,50,META,50124,CABUYARO,SECUESTRO EXTORSIVO,1
01/20/1996 12:00:00 AM,5,ANTIOQUIA,5642,SALGAR,SECUESTRO EXTORSIVO,1
01/20/1996 12:00:00 AM,85,CASANARE,85162,MONTERREY,SECUESTRO EXTORSIVO,1
01/21/1996 12:00:00 AM,5,ANTIOQUIA,5664,SAN PEDRO,SECUESTRO EXTORSIVO,1
01/21/1996 12:00:00 AM,8,ATLÁNTICO,8638,SABANALARGA,SECUESTRO EXTORSIVO,1
01/21/1996 12:00:00 AM,20,CESAR,20710,SAN ALBERTO,SECUESTRO EXTORSIVO,2
01/22/1996 12:00:00 AM,5,ANTIOQUIA,5147,CAREPA,SECUESTRO EXTORSIVO,1
01/22/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
01/22/1996 12:00:00 AM,20,CESAR,20400,LA JAGUA DE IBIRICO,SECUESTRO EXTORSIVO,3
01/22/1996 12:00:00 AM,70,SUCRE,70713,SAN ONOFRE,SECUESTRO EXTORSIVO,1
01/23/1996 12:00:00 AM,41,HUILA,41551,PITALITO,SECUESTRO EXTORSIVO,1
01/24/1996 12:00:00 AM,5,ANTIOQUIA,5664,SAN PEDRO,SECUESTRO EXTORSIVO,1
01/24/1996 12:00:00 AM,19,CAUCA,19701,SANTA ROSA,SECUESTRO EXTORSIVO,1
01/24/1996 12:00:00 AM,41,HUILA,41551,PITALITO,SECUESTRO EXTORSIVO,2
01/24/1996 12:00:00 AM,54,NORTE DE SANTANDER,54660,SALAZAR,SECUESTRO EXTORSIVO,1
01/24/1996 12:00:00 AM,85,CASANARE,85001,YOPAL,SECUESTRO EXTORSIVO,1
01/25/1996 12:00:00 AM,5,ANTIOQUIA,5856,VALPARAISO,SECUESTRO EXTORSIVO,1
01/25/1996 12:00:00 AM,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1
01/25/1996 12:00:00 AM,86,PUTUMAYO,86320,ORITO,SECUESTRO EXTORSIVO,1
01/26/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2
01/26/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
01/26/1996 12:00:00 AM,13,BOLÍVAR,13654,SAN JACINTO,SECUESTRO EXTORSIVO,2
01/26/1996 12:00:00 AM,18,CAQUETÁ,18256,EL PAUJIL,SECUESTRO EXTORSIVO,1
01/26/1996 12:00:00 AM,25,CUNDINAMARCA,25377,LA CALERA,SECUESTRO EXTORSIVO,1
01/27/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
01/27/1996 12:00:00 AM,20,CESAR,20710,SAN ALBERTO,SECUESTRO EXTORSIVO,2
01/28/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2
01/28/1996 12:00:00 AM,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,1
01/28/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,SECUESTRO EXTORSIVO,1
01/28/1996 12:00:00 AM,20,CESAR,20621,LA PAZ,SECUESTRO EXTORSIVO,2
01/28/1996 12:00:00 AM,44,LA GUAJIRA,44078,BARRANCAS,SECUESTRO EXTORSIVO,1
01/28/1996 12:00:00 AM,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,SECUESTRO EXTORSIVO,1
01/29/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
01/29/1996 12:00:00 AM,5,ANTIOQUIA,5756,SONSON,SECUESTRO EXTORSIVO,1
01/30/1996 12:00:00 AM,5,ANTIOQUIA,5697,EL SANTUARIO,SECUESTRO EXTORSIVO,1
01/30/1996 12:00:00 AM,15,BOYACÁ,15693,SANTA ROSA DE VITERBO,SECUESTRO EXTORSIVO,1
01/30/1996 12:00:00 AM,73,TOLIMA,73675,SAN ANTONIO,SECUESTRO EXTORSIVO,1
01/31/1996 12:00:00 AM,68,SANTANDER,68547,PIEDECUESTA,SECUESTRO EXTORSIVO,1
01/31/1996 12:00:00 AM,70,SUCRE,70717,SAN PEDRO,SECUESTRO EXTORSIVO,1
02/01/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
02/01/1996 12:00:00 AM,52,NARIÑO,52001,PASTO,SECUESTRO EXTORSIVO,1
02/02/1996 12:00:00 AM,20,CESAR,20550,PELAYA,SECUESTRO EXTORSIVO,1
02/02/1996 12:00:00 AM,41,HUILA,41078,BARAYA,SECUESTRO EXTORSIVO,1
02/02/1996 12:00:00 AM,85,CASANARE,85430,TRINIDAD,SECUESTRO EXTORSIVO,2
02/03/1996 12:00:00 AM,5,ANTIOQUIA,5642,SALGAR,SECUESTRO EXTORSIVO,1
02/03/1996 12:00:00 AM,50,META,50683,SAN JUAN DE ARAMA,SECUESTRO EXTORSIVO,1
02/04/1996 12:00:00 AM,5,ANTIOQUIA,5615,RIONEGRO,SECUESTRO EXTORSIVO,1
02/04/1996 12:00:00 AM,20,CESAR,20011,AGUACHICA,SECUESTRO EXTORSIVO,1
02/04/1996 12:00:00 AM,70,SUCRE,70508,OVEJAS,SECUESTRO EXTORSIVO,3
02/06/1996 12:00:00 AM,5,ANTIOQUIA,5101,CIUDAD BOLIVAR,SECUESTRO EXTORSIVO,1
02/06/1996 12:00:00 AM,5,ANTIOQUIA,5660,SAN LUIS,SECUESTRO EXTORSIVO,2
02/06/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,1
02/07/1996 12:00:00 AM,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,1
02/07/1996 12:00:00 AM,44,LA GUAJIRA,44001,RIOHACHA,SECUESTRO EXTORSIVO,1
02/07/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,1
02/07/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1
02/08/1996 12:00:00 AM,5,ANTIOQUIA,5660,SAN LUIS,SECUESTRO EXTORSIVO,2
02/08/1996 12:00:00 AM,19,CAUCA,19001,POPAYAN,SECUESTRO EXTORSIVO,1
02/09/1996 12:00:00 AM,5,ANTIOQUIA,5664,SAN PEDRO,SECUESTRO EXTORSIVO,1
02/09/1996 12:00:00 AM,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,1
02/10/1996 12:00:00 AM,5,ANTIOQUIA,5030,AMAGA,SECUESTRO EXTORSIVO,2
02/12/1996 12:00:00 AM,5,ANTIOQUIA,5315,GUADALUPE,SECUESTRO EXTORSIVO,1
02/12/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
02/12/1996 12:00:00 AM,27,CHOCÓ,27001,QUIBDO,SECUESTRO EXTORSIVO,1
02/12/1996 12:00:00 AM,81,ARAUCA,81001,ARAUCA,SECUESTRO EXTORSIVO,2
02/13/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
02/13/1996 12:00:00 AM,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1
02/13/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO EXTORSIVO,1
02/14/1996 12:00:00 AM,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,2
02/14/1996 12:00:00 AM,25,CUNDINAMARCA,25807,TIBIRITA,SECUESTRO EXTORSIVO,1
02/14/1996 12:00:00 AM,41,HUILA,41551,PITALITO,SECUESTRO EXTORSIVO,1
02/14/1996 12:00:00 AM,50,META,50150,CASTILLA LA NUEVA,SECUESTRO EXTORSIVO,1
02/14/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,SECUESTRO EXTORSIVO,1
02/15/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
02/15/1996 12:00:00 AM,63,QUINDÍO,63001,ARMENIA,SECUESTRO EXTORSIVO,1
02/15/1996 12:00:00 AM,85,CASANARE,85410,TAURAMENA,SECUESTRO EXTORSIVO,1
02/16/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
02/16/1996 12:00:00 AM,20,CESAR,20228,CURUMANI,SECUESTRO EXTORSIVO,1
02/16/1996 12:00:00 AM,44,LA GUAJIRA,44378,HATONUEVO,SECUESTRO EXTORSIVO,1
02/16/1996 12:00:00 AM,76,VALLE DEL CAUCA,76130,CANDELARIA,SECUESTRO EXTORSIVO,1
02/17/1996 12:00:00 AM,50,META,50680,SAN CARLOS DE GUAROA,SECUESTRO EXTORSIVO,1
02/17/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1
02/18/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO SIMPLE,1
02/19/1996 12:00:00 AM,95,GUAVIARE,95015,CALAMAR,SECUESTRO EXTORSIVO,1
02/20/1996 12:00:00 AM,5,ANTIOQUIA,5756,SONSON,SECUESTRO EXTORSIVO,1
02/21/1996 12:00:00 AM,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,1
02/21/1996 12:00:00 AM,50,META,50006,ACACIAS,SECUESTRO EXTORSIVO,1
02/22/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
02/22/1996 12:00:00 AM,15,BOYACÁ,15299,GARAGOA,SECUESTRO EXTORSIVO,1
02/22/1996 12:00:00 AM,54,NORTE DE SANTANDER,54003,ABREGO,SECUESTRO EXTORSIVO,1
02/22/1996 12:00:00 AM,66,RISARALDA,66088,BELEN DE UMBRIA,SECUESTRO EXTORSIVO,1
02/23/1996 12:00:00 AM,25,CUNDINAMARCA,25885,YACOPI,SECUESTRO EXTORSIVO,1
02/24/1996 12:00:00 AM,8,ATLÁNTICO,8421,LURUACO,SECUESTRO EXTORSIVO,2
02/25/1996 12:00:00 AM,27,CHOCÓ,27361,ISTMINA,SECUESTRO EXTORSIVO,5
02/26/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
02/27/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
02/27/1996 12:00:00 AM,76,VALLE DEL CAUCA,76895,ZARZAL,SECUESTRO EXTORSIVO,1
02/28/1996 12:00:00 AM,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1
02/28/1996 12:00:00 AM,76,VALLE DEL CAUCA,76233,DAGUA,SECUESTRO EXTORSIVO,1
02/29/1996 12:00:00 AM,5,ANTIOQUIA,5045,APARTADO,SECUESTRO EXTORSIVO,1
02/29/1996 12:00:00 AM,19,CAUCA,19001,POPAYAN,SECUESTRO EXTORSIVO,2
02/29/1996 12:00:00 AM,23,CÓRDOBA,23570,PUEBLO NUEVO,SECUESTRO EXTORSIVO,1
03/01/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
03/01/1996 12:00:00 AM,25,CUNDINAMARCA,25530,PARATEBUENO,SECUESTRO EXTORSIVO,2
03/02/1996 12:00:00 AM,5,ANTIOQUIA,5172,CHIGORODO,SECUESTRO SIMPLE,1
03/02/1996 12:00:00 AM,5,ANTIOQUIA,5411,LIBORINA,SECUESTRO EXTORSIVO,1
03/02/1996 12:00:00 AM,47,MAGDALENA,47053,ARACATACA,SECUESTRO EXTORSIVO,1
03/03/1996 12:00:00 AM,5,ANTIOQUIA,5480,MUTATA,SECUESTRO EXTORSIVO,1
03/03/1996 12:00:00 AM,66,RISARALDA,66170,DOSQUEBRADAS,SECUESTRO EXTORSIVO,1
03/04/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,3
03/05/1996 12:00:00 AM,5,ANTIOQUIA,5411,LIBORINA,SECUESTRO EXTORSIVO,1
03/05/1996 12:00:00 AM,76,VALLE DEL CAUCA,76616,RIOFRIO,SECUESTRO EXTORSIVO,1
03/06/1996 12:00:00 AM,5,ANTIOQUIA,5197,COCORNA,SECUESTRO EXTORSIVO,1
03/06/1996 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,SECUESTRO EXTORSIVO,2
03/06/1996 12:00:00 AM,70,SUCRE,70001,SINCELEJO,SECUESTRO EXTORSIVO,1
03/07/1996 12:00:00 AM,5,ANTIOQUIA,5690,SANTO DOMINGO,SECUESTRO EXTORSIVO,1
03/07/1996 12:00:00 AM,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1
03/08/1996 12:00:00 AM,18,CAQUETÁ,18753,SAN VICENTE DEL CAGUAN,SECUESTRO EXTORSIVO,2
03/09/1996 12:00:00 AM,20,CESAR,20060,BOSCONIA,SECUESTRO EXTORSIVO,1
03/09/1996 12:00:00 AM,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,2
03/10/1996 12:00:00 AM,44,LA GUAJIRA,44279,FONSECA,SECUESTRO EXTORSIVO,1
03/11/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2
03/12/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
03/12/1996 12:00:00 AM,15,BOYACÁ,15051,ARCABUCO,SECUESTRO EXTORSIVO,1
03/13/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
03/13/1996 12:00:00 AM,44,LA GUAJIRA,44430,MAICAO,SECUESTRO EXTORSIVO,1
03/14/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
03/14/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO EXTORSIVO,2
03/14/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,SECUESTRO SIMPLE,1
03/15/1996 12:00:00 AM,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1
03/16/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
03/16/1996 12:00:00 AM,8,ATLÁNTICO,8638,SABANALARGA,SECUESTRO EXTORSIVO,1
03/16/1996 12:00:00 AM,68,SANTANDER,68081,BARRANCABERMEJA,SECUESTRO EXTORSIVO,1
03/17/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
03/18/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
03/18/1996 12:00:00 AM,50,META,50001,VILLAVICENCIO,SECUESTRO EXTORSIVO,1
03/18/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1
03/18/1996 12:00:00 AM,70,SUCRE,70771,SUCRE,SECUESTRO EXTORSIVO,2
03/19/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
03/19/1996 12:00:00 AM,5,ANTIOQUIA,5045,APARTADO,SECUESTRO SIMPLE,1
03/19/1996 12:00:00 AM,54,NORTE DE SANTANDER,54003,ABREGO,SECUESTRO EXTORSIVO,3
03/20/1996 12:00:00 AM,5,ANTIOQUIA,5480,MUTATA,SECUESTRO EXTORSIVO,2
03/20/1996 12:00:00 AM,5,ANTIOQUIA,5756,SONSON,SECUESTRO EXTORSIVO,1
03/20/1996 12:00:00 AM,13,BOLÍVAR,13001,CARTAGENA,SECUESTRO EXTORSIVO,1
03/21/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2
03/21/1996 12:00:00 AM,13,BOLÍVAR,13670,SAN PABLO,SECUESTRO EXTORSIVO,1
03/21/1996 12:00:00 AM,17,CALDAS,17001,MANIZALES,SECUESTRO EXTORSIVO,1
03/21/1996 12:00:00 AM,27,CHOCÓ,27361,ISTMINA,SECUESTRO EXTORSIVO,1
03/21/1996 12:00:00 AM,68,SANTANDER,68575,PUERTO WILCHES,SECUESTRO EXTORSIVO,1
03/22/1996 12:00:00 AM,13,BOLÍVAR,13473,MORALES,SECUESTRO EXTORSIVO,1
03/22/1996 12:00:00 AM,41,HUILA,41016,AIPE,SECUESTRO EXTORSIVO,1
03/22/1996 12:00:00 AM,50,META,50001,VILLAVICENCIO,SECUESTRO EXTORSIVO,1
03/23/1996 12:00:00 AM,5,ANTIOQUIA,5628,SABANALARGA,SECUESTRO EXTORSIVO,2
03/23/1996 12:00:00 AM,5,ANTIOQUIA,5658,SAN JOSE DE LA MONTAÑA,SECUESTRO SIMPLE,1
03/23/1996 12:00:00 AM,54,NORTE DE SANTANDER,54498,OCAÑA,SECUESTRO EXTORSIVO,1
03/23/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1
03/24/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,2
03/24/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1
03/24/1996 12:00:00 AM,70,SUCRE,70429,MAJAGUAL,SECUESTRO EXTORSIVO,5
03/24/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
03/25/1996 12:00:00 AM,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,1
03/25/1996 12:00:00 AM,20,CESAR,20614,RIO DE ORO,SECUESTRO EXTORSIVO,2
03/25/1996 12:00:00 AM,47,MAGDALENA,47001,SANTA MARTA,SECUESTRO EXTORSIVO,1
03/26/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
03/26/1996 12:00:00 AM,20,CESAR,20013,AGUSTIN CODAZZI,SECUESTRO EXTORSIVO,1
03/26/1996 12:00:00 AM,76,VALLE DEL CAUCA,76834,TULUA,SECUESTRO EXTORSIVO,1
03/26/1996 12:00:00 AM,81,ARAUCA,81001,ARAUCA,SECUESTRO EXTORSIVO,1
03/27/1996 12:00:00 AM,5,ANTIOQUIA,5318,GUARNE,SECUESTRO EXTORSIVO,2
03/27/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO EXTORSIVO,1
03/28/1996 12:00:00 AM,13,BOLÍVAR,13001,CARTAGENA,SECUESTRO EXTORSIVO,1
03/28/1996 12:00:00 AM,13,BOLÍVAR,13430,MAGANGUE,SECUESTRO EXTORSIVO,1
03/28/1996 12:00:00 AM,20,CESAR,20710,SAN ALBERTO,SECUESTRO SIMPLE,1
03/28/1996 12:00:00 AM,81,ARAUCA,81300,FORTUL,SECUESTRO EXTORSIVO,1
03/29/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,SECUESTRO EXTORSIVO,1
03/29/1996 12:00:00 AM,41,HUILA,41668,SAN AGUSTIN,SECUESTRO EXTORSIVO,1
03/29/1996 12:00:00 AM,47,MAGDALENA,47288,FUNDACION,SECUESTRO EXTORSIVO,1
03/30/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
03/30/1996 12:00:00 AM,20,CESAR,20710,SAN ALBERTO,SECUESTRO SIMPLE,1
03/30/1996 12:00:00 AM,50,META,50313,GRANADA,SECUESTRO EXTORSIVO,1
03/31/1996 12:00:00 AM,70,SUCRE,70001,SINCELEJO,SECUESTRO EXTORSIVO,1
03/31/1996 12:00:00 AM,85,CASANARE,85001,YOPAL,SECUESTRO EXTORSIVO,1
04/01/1996 12:00:00 AM,5,ANTIOQUIA,5854,VALDIVIA,SECUESTRO SIMPLE,2
04/01/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
04/02/1996 12:00:00 AM,5,ANTIOQUIA,5197,COCORNA,SECUESTRO EXTORSIVO,1
04/02/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
04/02/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,SECUESTRO EXTORSIVO,1
04/03/1996 12:00:00 AM,54,NORTE DE SANTANDER,54003,ABREGO,SECUESTRO EXTORSIVO,1
04/03/1996 12:00:00 AM,68,SANTANDER,68077,BARBOSA,SECUESTRO EXTORSIVO,1
04/06/1996 12:00:00 AM,5,ANTIOQUIA,5656,SAN JERONIMO,SECUESTRO EXTORSIVO,1
04/06/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,SECUESTRO SIMPLE,1
04/07/1996 12:00:00 AM,85,CASANARE,85001,YOPAL,SECUESTRO EXTORSIVO,1
04/08/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,SECUESTRO EXTORSIVO,1
04/08/1996 12:00:00 AM,20,CESAR,20621,LA PAZ,SECUESTRO EXTORSIVO,4
04/08/1996 12:00:00 AM,44,LA GUAJIRA,44855,URUMITA,SECUESTRO EXTORSIVO,1
04/08/1996 12:00:00 AM,47,MAGDALENA,47189,CIENAGA,SECUESTRO EXTORSIVO,1
04/08/1996 12:00:00 AM,52,NARIÑO,52079,BARBACOAS,SECUESTRO EXTORSIVO,2
04/08/1996 12:00:00 AM,76,VALLE DEL CAUCA,76834,TULUA,SECUESTRO EXTORSIVO,1
04/08/1996 12:00:00 AM,81,ARAUCA,81065,ARAUQUITA,SECUESTRO EXTORSIVO,1
04/09/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",SECUESTRO EXTORSIVO,1
04/09/1996 12:00:00 AM,68,SANTANDER,68255,EL PLAYON,SECUESTRO EXTORSIVO,1
04/09/1996 12:00:00 AM,68,SANTANDER,68615,RIONEGRO,SECUESTRO EXTORSIVO,1
04/09/1996 12:00:00 AM,70,SUCRE,70429,MAJAGUAL,SECUESTRO EXTORSIVO,1
