FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,CANTIDAD
01/01/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,BOGOTA D.C.,1
01/01/1996 12:00:00 AM,50,META,50689,SAN MARTIN,1
01/02/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
01/02/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
01/03/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
01/04/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
01/05/1996 12:00:00 AM,15,BOYACÁ,15176,CHIQUINQUIRA,1
01/05/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
01/05/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
01/09/1996 12:00:00 AM,5,ANTIOQUIA,5209,CONCORDIA,1
01/09/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
01/09/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
01/09/1996 12:00:00 AM,73,TOLIMA,73001,IBAGUE,1
01/10/1996 12:00:00 AM,41,HUILA,41298,GARZON,1
01/11/1996 12:00:00 AM,5,ANTIOQUIA,5631,SABANETA,1
01/13/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
01/15/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
01/15/1996 12:00:00 AM,5,ANTIOQUIA,5376,LA CEJA,1
01/15/1996 12:00:00 AM,50,META,50001,VILLAVICENCIO,1
01/16/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
01/16/1996 12:00:00 AM,5,ANTIOQUIA,5697,EL SANTUARIO,1
01/16/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
01/16/1996 12:00:00 AM,18,CAQUETÁ,18001,FLORENCIA,1
01/16/1996 12:00:00 AM,50,META,50001,VILLAVICENCIO,1
01/17/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
01/17/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
01/18/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,2
01/19/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
01/19/1996 12:00:00 AM,73,TOLIMA,73001,IBAGUE,1
01/20/1996 12:00:00 AM,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1
01/20/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
01/21/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
01/22/1996 12:00:00 AM,5,ANTIOQUIA,5660,SAN LUIS,1
01/22/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",3
01/22/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
01/22/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
01/23/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
01/24/1996 12:00:00 AM,15,BOYACÁ,15759,SOGAMOSO,1
01/24/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
01/25/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
01/25/1996 12:00:00 AM,15,BOYACÁ,15759,SOGAMOSO,3
01/25/1996 12:00:00 AM,19,CAUCA,19001,POPAYAN,1
01/25/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
01/25/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,2
01/26/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
01/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",3
01/26/1996 12:00:00 AM,15,BOYACÁ,15759,SOGAMOSO,1
01/26/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
01/26/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
01/26/1996 12:00:00 AM,73,TOLIMA,73001,IBAGUE,1
01/27/1996 12:00:00 AM,41,HUILA,41872,VILLAVIEJA,1
01/27/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
01/27/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
01/29/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
01/29/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
01/30/1996 12:00:00 AM,17,CALDAS,17013,AGUADAS,1
01/30/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,3
01/30/1996 12:00:00 AM,73,TOLIMA,73001,IBAGUE,2
01/31/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
01/31/1996 12:00:00 AM,54,NORTE DE SANTANDER,54871,VILLA CARO,1
02/01/1996 12:00:00 AM,18,CAQUETÁ,18001,FLORENCIA,2
02/01/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
02/02/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
02/02/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
02/03/1996 12:00:00 AM,18,CAQUETÁ,18001,FLORENCIA,1
02/03/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
02/05/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
02/05/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
02/05/1996 12:00:00 AM,17,CALDAS,17001,MANIZALES,3
02/05/1996 12:00:00 AM,50,META,50001,VILLAVICENCIO,1
02/05/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
02/06/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
02/06/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
02/06/1996 12:00:00 AM,19,CAUCA,19001,POPAYAN,2
02/06/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
02/06/1996 12:00:00 AM,66,RISARALDA,66088,BELEN DE UMBRIA,1
02/06/1996 12:00:00 AM,70,SUCRE,70820,SANTIAGO DE TOLU,1
02/07/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
02/08/1996 12:00:00 AM,50,META,50001,VILLAVICENCIO,1
02/08/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
02/09/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
02/09/1996 12:00:00 AM,66,RISARALDA,66088,BELEN DE UMBRIA,1
02/09/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,2
02/12/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",3
02/13/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
02/13/1996 12:00:00 AM,19,CAUCA,19001,POPAYAN,2
02/14/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
02/14/1996 12:00:00 AM,63,QUINDÍO,63001,ARMENIA,1
02/15/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,2
02/15/1996 12:00:00 AM,63,QUINDÍO,63001,ARMENIA,1
02/15/1996 12:00:00 AM,70,SUCRE,70001,SINCELEJO,1
02/16/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
02/16/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
02/16/1996 12:00:00 AM,63,QUINDÍO,63130,CALARCA,1
02/16/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
02/17/1996 12:00:00 AM,5,ANTIOQUIA,5101,CIUDAD BOLIVAR,1
02/19/1996 12:00:00 AM,66,RISARALDA,66594,QUINCHIA,1
02/19/1996 12:00:00 AM,70,SUCRE,70001,SINCELEJO,1
02/20/1996 12:00:00 AM,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1
02/20/1996 12:00:00 AM,63,QUINDÍO,63001,ARMENIA,1
02/21/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
02/21/1996 12:00:00 AM,63,QUINDÍO,63001,ARMENIA,1
02/22/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
02/23/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
02/23/1996 12:00:00 AM,85,CASANARE,85001,YOPAL,1
02/24/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
02/24/1996 12:00:00 AM,5,ANTIOQUIA,5088,BELLO,1
02/24/1996 12:00:00 AM,47,MAGDALENA,47001,SANTA MARTA,1
02/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
02/26/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
02/26/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
02/27/1996 12:00:00 AM,17,CALDAS,17088,BELALCAZAR,1
02/27/1996 12:00:00 AM,70,SUCRE,70001,SINCELEJO,1
02/28/1996 12:00:00 AM,19,CAUCA,19548,PIENDAMO,1
02/28/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
02/28/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
02/29/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
02/29/1996 12:00:00 AM,20,CESAR,20011,AGUACHICA,1
02/29/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
03/01/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
03/04/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
03/04/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
03/04/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
03/05/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
03/05/1996 12:00:00 AM,25,CUNDINAMARCA,25377,LA CALERA,1
03/06/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
03/06/1996 12:00:00 AM,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1
03/06/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
03/08/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
03/08/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
03/11/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
03/11/1996 12:00:00 AM,76,VALLE DEL CAUCA,76364,JAMUNDI,1
03/12/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
03/13/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
03/13/1996 12:00:00 AM,19,CAUCA,19807,TIMBIO,1
03/14/1996 12:00:00 AM,19,CAUCA,19001,POPAYAN,1
03/16/1996 12:00:00 AM,41,HUILA,41524,PALERMO,1
03/17/1996 12:00:00 AM,5,ANTIOQUIA,5789,TAMESIS,1
03/19/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
03/19/1996 12:00:00 AM,15,BOYACÁ,15759,SOGAMOSO,1
03/19/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
03/19/1996 12:00:00 AM,73,TOLIMA,73001,IBAGUE,2
03/20/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
03/20/1996 12:00:00 AM,5,ANTIOQUIA,5440,MARINILLA,1
03/20/1996 12:00:00 AM,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,1
03/20/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
03/21/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,2
03/21/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
03/22/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
03/22/1996 12:00:00 AM,5,ANTIOQUIA,5887,YARUMAL,1
03/22/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
03/22/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
03/23/1996 12:00:00 AM,52,NARIÑO,52110,BUESACO,1
03/24/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
03/26/1996 12:00:00 AM,5,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,1
03/27/1996 12:00:00 AM,5,ANTIOQUIA,5664,SAN PEDRO,1
03/28/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
03/28/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
03/29/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
03/29/1996 12:00:00 AM,41,HUILA,41807,TIMANA,1
03/29/1996 12:00:00 AM,44,LA GUAJIRA,44430,MAICAO,1
03/29/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
03/29/1996 12:00:00 AM,73,TOLIMA,73001,IBAGUE,1
04/01/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
04/01/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
04/02/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
04/02/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
04/03/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/06/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/06/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
04/07/1996 12:00:00 AM,70,SUCRE,70215,COROZAL,1
04/08/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/08/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
04/10/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
04/11/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/11/1996 12:00:00 AM,15,BOYACÁ,15759,SOGAMOSO,1
04/12/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
04/13/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
04/13/1996 12:00:00 AM,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1
04/15/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/15/1996 12:00:00 AM,18,CAQUETÁ,18001,FLORENCIA,1
04/16/1996 12:00:00 AM,5,ANTIOQUIA,5318,GUARNE,1
04/17/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
04/17/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
04/18/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/18/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
04/19/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,2
04/22/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
04/22/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
04/22/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
04/24/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/24/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
04/24/1996 12:00:00 AM,19,CAUCA,19001,POPAYAN,1
04/25/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/26/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
04/26/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
04/29/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
04/29/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
05/01/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
05/02/1996 12:00:00 AM,54,NORTE DE SANTANDER,54172,CHINACOTA,1
05/02/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
05/04/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
05/04/1996 12:00:00 AM,68,SANTANDER,68077,BARBOSA,1
05/05/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
05/05/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,1
05/05/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
05/05/1996 12:00:00 AM,20,CESAR,20060,BOSCONIA,1
05/06/1996 12:00:00 AM,5,ANTIOQUIA,5212,COPACABANA,1
05/06/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
05/06/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,2
05/06/1996 12:00:00 AM,20,CESAR,20011,AGUACHICA,1
05/07/1996 12:00:00 AM,54,NORTE DE SANTANDER,54553,PUERTO SANTANDER,1
05/09/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
05/10/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
05/10/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
05/10/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
05/10/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
05/13/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
05/13/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
05/14/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,2
05/14/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
05/15/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
05/15/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
05/16/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
05/17/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
05/17/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,2
05/20/1996 12:00:00 AM,41,HUILA,41615,RIVERA,1
05/21/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
05/22/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
05/22/1996 12:00:00 AM,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1
05/23/1996 12:00:00 AM,66,RISARALDA,66687,SANTUARIO,1
05/23/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,2
05/24/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
05/25/1996 12:00:00 AM,15,BOYACÁ,15759,SOGAMOSO,1
05/25/1996 12:00:00 AM,15,BOYACÁ,15820,TOPAGA,1
05/27/1996 12:00:00 AM,5,ANTIOQUIA,5664,SAN PEDRO,1
05/28/1996 12:00:00 AM,15,BOYACÁ,15759,SOGAMOSO,1
05/29/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
05/29/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
05/30/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
05/31/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
05/31/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
06/01/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",3
06/02/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
06/04/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
06/04/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
06/06/1996 12:00:00 AM,13,BOLÍVAR,13001,CARTAGENA,1
06/06/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
06/07/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
06/07/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,2
06/08/1996 12:00:00 AM,25,CUNDINAMARCA,25245,EL COLEGIO,1
06/08/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
06/09/1996 12:00:00 AM,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1
06/10/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",3
06/10/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
06/11/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
06/11/1996 12:00:00 AM,5,ANTIOQUIA,5240,EBEJICO,1
06/11/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
06/11/1996 12:00:00 AM,76,VALLE DEL CAUCA,76834,TULUA,1
06/12/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,1
06/12/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
06/12/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,2
06/14/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
06/14/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
06/14/1996 12:00:00 AM,54,NORTE DE SANTANDER,54405,LOS PATIOS,1
06/14/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
06/15/1996 12:00:00 AM,25,CUNDINAMARCA,25335,GUAYABETAL,1
06/17/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
06/18/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
06/18/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
06/18/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
06/19/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
06/20/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
06/20/1996 12:00:00 AM,15,BOYACÁ,15238,DUITAMA,1
06/20/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
06/21/1996 12:00:00 AM,5,ANTIOQUIA,5318,GUARNE,1
06/21/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
06/21/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
06/22/1996 12:00:00 AM,54,NORTE DE SANTANDER,54720,SARDINATA,1
06/24/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,2
06/25/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
06/25/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
06/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
06/26/1996 12:00:00 AM,44,LA GUAJIRA,44001,RIOHACHA,2
06/27/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
06/28/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
06/28/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
06/30/1996 12:00:00 AM,20,CESAR,20011,AGUACHICA,1
06/30/1996 12:00:00 AM,68,SANTANDER,68001,BUCARAMANGA,1
07/01/1996 12:00:00 AM,41,HUILA,41001,NEIVA,1
07/01/1996 12:00:00 AM,47,MAGDALENA,47541,PEDRAZA,1
07/02/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
07/02/1996 12:00:00 AM,41,HUILA,41078,BARAYA,1
07/02/1996 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1
07/03/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
07/03/1996 12:00:00 AM,17,CALDAS,17653,SALAMINA,1
07/03/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
07/05/1996 12:00:00 AM,5,ANTIOQUIA,5031,AMALFI,1
07/06/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
07/08/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
07/09/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
07/10/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
07/10/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
07/10/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
07/11/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
07/13/1996 12:00:00 AM,76,VALLE DEL CAUCA,76563,PRADERA,1
07/15/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
07/16/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
07/16/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
07/17/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
07/18/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
07/19/1996 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1
07/21/1996 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1
07/22/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",4
07/24/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
07/25/1996 12:00:00 AM,18,CAQUETÁ,18001,FLORENCIA,1
07/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
07/30/1996 12:00:00 AM,8,ATLÁNTICO,8001,BARRANQUILLA,1
07/30/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
07/31/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",4
08/01/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
08/01/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
08/02/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
08/02/1996 12:00:00 AM,25,CUNDINAMARCA,25183,CHOCONTA,1
08/03/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",3
08/03/1996 12:00:00 AM,15,BOYACÁ,15759,SOGAMOSO,1
08/03/1996 12:00:00 AM,18,CAQUETÁ,18001,FLORENCIA,1
08/03/1996 12:00:00 AM,25,CUNDINAMARCA,25740,SIBATE,1
08/04/1996 12:00:00 AM,68,SANTANDER,68572,PUENTE NACIONAL,1
08/05/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
08/06/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",2
08/06/1996 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1
08/07/1996 12:00:00 AM,11,BOGOTÁ D.C.,11001,"BOGOTA, D.C.",1
08/08/1996 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1
